Date,ICSA,SMA5,SMA10,SMA50,EMA20,stoch5,ADOSC,MACDhist,WILLR,RSI,MOM,ROC,OBV,CCI
1985-12-10,393000.0,127.76300200000006,126.50100029999996,118.08470037999994,124.3203375787114,52.04660303518506,74291533.38579226,-0.0039324139738732,-24.90247726853636,72.01826513738453,4.839995999999999,3.930641914473676,3645480000.0,97.28614260325554
1985-12-11,393000.0,128.01100020000007,127.02399989999996,118.42550025999994,124.7831619045484,63.3721489969165,106390247.60399652,0.0284571720433843,-9.232845453096026,74.76088055467739,5.229996,4.219440198937652,3898480000.0,119.08486810698604
1985-12-12,399000.0,128.27199860000005,127.42350009999996,118.80430029999994,125.2576225803057,75.51980505594292,130133422.24779606,0.0581290150000848,-4.598583610935817,75.99120700770243,3.995001999999985,3.1764348376345897,4133080000.0,125.71510956586492
1985-12-13,399000.0,129.30599820000003,128.03000029999995,119.22940023999996,125.91165852503848,88.7629339498554,208689150.09428,0.1976855286242149,-0.4810050159293773,80.18715068043166,6.065002000000007,4.811202678267534,4396480000.0,160.52676409564273
1985-12-16,399000.0,130.33099820000004,128.77250059999997,119.68010031999997,126.54959590360626,93.1821156430428,220223729.56634188,0.2786911569869703,-5.695858207853705,80.92495308717419,7.425003000000018,5.931224282960823,4627080000.0,172.41889476611593
1985-12-17,399000.0,131.04299940000004,129.40300069999998,120.14680045999997,127.02439667469136,85.98399427491906,150940659.35448384,0.2185611544523715,-17.732335547304295,74.31890494388453,6.30500099999999,5.034736763521441,4385080000.0,121.96251639200096
1985-12-18,399000.0,131.43500060000002,129.7230004,120.62640035999996,127.41635880091124,69.24451927145687,80320604.5906558,0.1160195425891386,-24.15829562609432,71.99332364783577,3.199996999999982,2.5011700406257558,4109280000.0,87.79934475272532
1985-12-19,382000.0,131.86700140000002,130.0695,121.09230047999996,127.84575348653874,60.14239828856591,103537692.84089015,0.0673115420419288,-14.884766054849184,73.75122774685067,3.464996000000013,2.697334431874987,4339080000.0,84.94410141289116
1985-12-20,382000.0,131.89400040000004,130.59999929999998,121.54880041999996,128.2661574402017,58.2158204996575,124021916.39801788,0.0260266288621275,-10.927387215849013,74.48716300437817,5.30499300000001,4.17864039732756,4570680000.0,88.74270177760987
1985-12-23,382000.0,131.51700140000003,130.9239998,121.94230047999996,128.50033349351585,46.976877947503226,81902198.02475142,-0.1278385523511693,-30.692351840299438,65.43419667065943,3.2400050000000107,2.5414793697966065,4371860000.0,44.19702609372059
1985-12-24,382000.0,131.21600040000004,131.1294999,122.27920049999996,128.6460159227048,33.30337687655021,58089912.80480051,-0.2903039386674928,-49.21998391262648,61.77336845587893,2.0550010000000043,1.6057831858688587,4243300000.0,-5.296619711081549
1985-12-26,370000.0,131.05700080000005,131.24600070000002,122.61850057999996,128.80782402530434,23.03849889126607,50664675.63956428,-0.3845249867032301,-44.30575307691312,62.7894976381956,1.1650080000000005,0.9018486322413644,4351100000.0,1.5469627508662172
1985-12-27,370000.0,130.96900040000006,131.4180009,122.96190055999996,129.06279326098965,40.15278533076813,83220860.8187859,-0.3775067273459314,-26.75055971711064,66.2826137222477,1.7200020000000222,1.3254745218316044,4500920000.0,30.60601944119714
1985-12-30,370000.0,130.90600280000007,131.40000160000002,123.30600073999996,129.33728980756206,62.55378129025048,123346794.14992929,-0.3499367544952747,-20.563701586020205,67.60415322616254,-0.179992999999996,-0.136229328287607,4686560000.0,59.234617936541504
1985-12-31,370000.0,131.22000120000004,131.36850130000002,123.66550069999998,129.61897630207994,81.67534461869961,130922697.34489776,-0.317153952950389,-17.0825335892517,68.61216515321773,-0.3150030000000186,-0.2375409076424195,4911960000.0,91.9825953881928
1986-01-02,390000.0,131.46500240000006,131.34050140000002,124.01700079999996,129.7747885590247,75.91306433595905,87161530.67054462,-0.3708050536087151,-48.18952785327336,62.39900924418422,-0.2799989999999752,-0.2128703322196834,4760340000.0,25.3271910406047
1986-01-03,390000.0,131.50600280000003,131.28150180000003,124.33920081999996,129.84861850578426,53.025150532502806,54326456.41992784,-0.4535952875710412,-67.91215475237779,58.52971169332963,-0.5899959999999851,-0.4498978225552563,4581980000.0,-92.06446946179886
1986-01-06,390000.0,131.28000180000004,131.12450110000003,124.64500069999995,129.8968449338048,29.357303872227597,48142139.53836894,-0.5167288400288559,-72.9381018838893,57.46819572400233,-1.570007000000004,-1.190075394578538,4383500000.0,-104.4727346318116
1986-01-07,390000.0,131.448999,131.1775009,124.99110053999998,130.172382844871,45.32943104780562,116951828.823781,-0.3952139595287418,-2.381143790474085,65.80725448138878,0.5299980000000062,0.4007243460125709,4638500000.0,77.18722516425073
1986-01-08,390000.0,131.22200020000002,131.22100070000005,125.33610053999998,130.26644200250234,49.28704909132743,46030492.33960724,-0.422852166729009,-59.49759410585438,57.657739452326574,0.4349979999999789,0.3327580646659056,4358500000.0,80.96194354230494
1986-01-09,362000.0,130.7309998,131.09800110000003,125.63570059999998,130.12678114512116,47.50767097262976,-26687345.418343067,-0.588151694009668,-87.22110215399572,48.32620828382988,-1.229996,-0.9459324843953842,4119700000.0,-158.64631200810737
1986-01-10,362000.0,130.53399960000002,131.02000120000005,125.91900059999998,130.07327836939533,23.74306182111329,-34354563.10164976,-0.6302986792974712,-74.09933993161589,51.08952427643908,-0.7799990000000037,-0.5984111350768262,4316700000.0,-120.70899252750372
1986-01-13,362000.0,130.2820006,130.78100120000005,126.18550067999996,129.98010909611958,18.83948467484802,-36433732.76801562,-0.6704248591403852,-82.16110388984431,49.343645638149496,-2.390000000000015,-1.8176978224307196,4137720000.0,-122.24654549227876
1986-01-14,362000.0,129.56000060000002,130.50449980000002,126.45950047999996,129.9039075631558,21.012096851195995,-74347528.09580016,-0.6702345660650528,-80.70326562495178,49.67853351941267,-2.765014000000008,-2.095580623221316,4343520000.0,-87.77437849103916
1986-01-15,362000.0,129.6350006,130.42850040000002,126.76470051999996,130.05925008095048,44.60081386535793,-14403246.871790648,-0.4983897547496252,-40.308579654003786,57.96989022078031,-0.759994000000006,-0.5744691874140284,4580920000.0,1.1965578737153526
1986-01-16,397000.0,130.4869996,130.60899970000003,127.10510045999996,130.34503559705044,71.50581607183658,83827555.97722149,-0.2797974206751528,-14.150887083743626,62.30156202645762,1.804992999999996,1.3751803216951686,4828720000.0,109.16409392133411
1986-01-17,397000.0,131.128,130.83099980000003,127.43170049999996,130.5759849687599,92.84015858399268,68418329.50710702,-0.1585541954424123,-19.125053473395067,61.013820209584935,2.2200009999999963,1.7004986204404826,4603120000.0,112.7845610153202
1986-01-20,397000.0,131.62999899999997,130.95599980000003,127.71620047999996,130.6739860193542,79.51035846694062,30812451.30942011,-0.1601632480817723,-39.10803118077833,56.00557375020142,1.25,0.958919902080324,4424260000.0,47.02649893167214
